Link,Title,Intro
https://www.securityweek.com/chrome-firefox-users-exposed-unicode-domain-phishing,"Chrome, Firefox Users Exposed to Unicode Domain Phishing","Chrome, Firefox and Opera expose their users to phishing attacks that rely on Unicode domain names  [Read More]"
https://www.securityweek.com/firefox-adds-improved-download-protection,Firefox Adds Improved Download Protection,Mozilla said that download protection in Firefox 48 has ben expanded to include potentially unwanted software and uncommon downloads.  [Read More]
https://www.securityweek.com/fileless-trojan-kovter-poses-firefox-update,Fileless Trojan Kovter Poses as Firefox Update,A new version of the Kovter ad Trojan was recently observed to pose as a Firefox update while abusing a legitimate certificate to ensure successful infection.  [Read More]
https://www.securityweek.com/improved-malware-protection-introduced-firefox-browser,Improved Malware Protection Introduced in Firefox Browser,"Starting with Firefox 31, the malware detection mechanism integrated into the Web browser has been expanded to include downloaded files, Mozilla announced on Wednesday.  [Read More]"
https://www.securityweek.com/mozilla-firefox-beta-mandates-use-secure-connections-certain-sites,Mozilla Firefox Beta Mandates Use of Secure Connections for Certain Sites,"Mozilla is following in the footsteps of Google Chrome with its use of HSTS, a mechanism where a webserver declares that a web browser can only interact with it using secure connections such as HTTPS.  [Read More]"
https://www.securityweek.com/test-shows-ie9-beats-chrome-safari-firefox-overall-malware-detection,"Test Shows IE9 Beats Chrome, Safari, Firefox in Overall Malware Detection","In a recent test conducted by NSS Labs, Internet Explorer performed the best, blocking 95 percent of malicious activity  [Read More]"
https://www.securityweek.com/adobe-offer-silent-updates-mac-os-and-protection-firefox,Adobe to Offer Silent Updates for Mac OS and Protection on Firefox,"Version 11.3 of Adobe’s Flash Player, due in June, will provide the same silent update feature currently available to Windows users to those running OS X. In addition, Adobe will also offer a new security enhancement to Firefox called protected mode.  [Read More]"
https://www.securityweek.com/firefox-gets-click-play-plugin-additional-layer-security,"Firefox Adds ""Click-to-play"" Plugin as Additional Layer of Security","When enabled, “click-to-play” will require Firefox plugins to have an additional click – or manual activation – before rendering Web content.  [Read More]"
https://www.securityweek.com/password-stealing-firefox-add-surfaces,Password Stealing Firefox Add-On Surfaces,A malicious Firefox add-on was discovered this week that managed to be uploaded to and hosted on the official Mozilla Add-ons site.  [Read More]
/vinfo/us/threat-encyclopedia/spam/242/fake-mozilla-firefox-8-update-email-leads-to-malware,Fake Mozilla Firefox 8 Update Email Leads to Malware,"Trend Micro researchers recently received a mail notification that advertises the new Mozilla Firefox 8.0, purportedly from Mozilla Firefox.Read more   "
https://www.securityweek.com/mozilla-conducts-security-audit-firefox-accounts,Mozilla Conducts Security Audit of Firefox Accounts,"A security audit of Firefox Accounts revealed a total of 15 issues, including flaws rated critical and high severity  [Read More]"
https://www.securityweek.com/mozilla-remove-ca-certificate-turkish-organization-firefox-38,Mozilla to Remove CA Certificate of Turkish Organization in Firefox 38,Mozilla will remove the CA certificate of Turkish company E-Guven in Firefox due to outdated and insufficient audits.  [Read More]
https://www.securityweek.com/mozilla-isolates-facebook-new-firefox-extension,Mozilla Isolates Facebook with New Firefox Extension,"Mozilla's new ""Facebook Container Extension"" is a new browser extension designed to help Firefox users reduce the ability of Facebook to track their activity across other web sites.  [Read More]"
https://www.securityweek.com/firefox-block-canvas-based-browser-fingerprinting,Firefox to Block Canvas-based Browser Fingerprinting,Firefox will soon provide users with increased privacy by blocking browser fingerprinting performed through the HTML5 canvas element.  [Read More]
https://www.securityweek.com/tor-browser-patches-start-being-uplifted-firefox,Tor Browser Patches Start Being Uplifted into Firefox,The Tor (The Onion Router) team and Mozilla are working together to implement Tor browser patches directly into Firefox and tighten their collaboration.  [Read More]
https://www.securityweek.com/firefox-10-year-anniversary-release-focuses-privacy,Firefox 10-Year Anniversary Release Focuses on Privacy,A new version of Firefox released by Mozilla to mark the Web browser's 10-year anniversary introduces features designed to help users protect their privacy.  [Read More]
https://www.securityweek.com/anonymizer-releases-beta-version-nevercookie-firefox-plugin,Anonymizer Releases Beta Version of Nevercookie Firefox Plugin,"Anonymizer, has released a beta version of Nevercookie, the recently announced Firefox plugin designed to protect against the Evercookie.  [Read More]"
https://www.securityweek.com/firefox-fails-keeping-passwords-secure-developer-claims,"Firefox Fails at Keeping Passwords Secure, Developer Claims","Firefox does a poor job at securing stored passwords even if the user has set up a master password, a software developer claims.  [Read More]"
https://www.securityweek.com/firefox-51-patches-flaws-introduces-new-http-warning,"Firefox 51 Patches Flaws, Introduces New HTTP Warning",Firefox 51 patches several critical vulnerabilities and warns users when a website that collects passwords doesn’t use HTTPS  [Read More]
https://www.securityweek.com/firefox-tor-browser-vulnerable-malicious-add-attacks,"Firefox, Tor Browser Vulnerable to Malicious Add-on Attacks",A vulnerability related to certificate pinning allows sophisticated MitM attackers to deliver malicious add-ons to Firefox and Tor Browser users  [Read More]
https://www.securityweek.com/firefox-63-distrust-all-symantec-root-certificates,Firefox 63 to Distrust All Symantec Root Certificates,"Mozilla this week detailed its plans to completely distrust Symantec root certificates in Firefox 63, set to arrive in October 2018.  [Read More]"
https://www.securityweek.com/firefox-display-error-when-encountering-sha-1-certificates,Firefox to Display Error When Encountering SHA-1 Certificates,"Starting in Firefox 51, Mozilla’s web browser will display an error when a SHA-1 certificate is encountered that chains up to a root certificate included in Mozilla’s CA Certificate Program.  [Read More]"
https://www.securityweek.com/firefox-warns-password-requests-over-http,Firefox Warns of Password Requests Over HTTP,"Starting with Firefox DevEdition 46, developers will be informed about this privacy and security risk by displaying a lock with a red strikethrough when passwords are requested on non-secure pages.  [Read More]"
https://www.securityweek.com/firefox-44-drops-rc4-gets-push-notifications,"Firefox 44 Drops RC4, Gets Push Notifications","Firefox 44, the latest version of Mozilla’s web browser, is now available for download and comes with a series of security patches, and has fully removed support for the RC4 cipher.  [Read More]"
https://www.securityweek.com/mozilla-re-enables-support-sha-1-firefox,Mozilla Re-Enables Support for SHA-1 in Firefox,Firefox 43.0.4 no longer rejects new SSL certificates that use the SHA-1 cryptographic hash function.  [Read More]
https://www.securityweek.com/mozilla-introduce-new-certificate-revocation-feature-firefox-37,Mozilla to Introduce New Certificate Revocation Feature in Firefox 37,Mozilla will introduce OneCRL to streamline the certificate revocation process. The feature will be available starting with Firefox 37.  [Read More]
https://www.securityweek.com/firefox-57-get-new-xss-protections,Firefox 57 to Get New XSS Protections,Mozilla announced plans to boost the Cross-Site-Scripting (XSS) protections in Firefox by treating data URLs as unique origin.  [Read More]
https://www.securityweek.com/firefox-52-warns-login-fields-insecure-pages,Firefox 52 Warns of Login Fields on Insecure Pages,The latest version of the Firefox Web browser warns users when they are entering their passwords on pages that are not secure.  [Read More]
https://www.securityweek.com/firefox-users-fingerprinted-cached-intermediate-ca-certificates,Firefox Users Fingerprinted via Cached Intermediate CA Certificates,"An attacker can discover various details about Firefox users due to the manner in which the browser caches intermediate CA certificates, a researcher has discovered.  [Read More]"
https://www.securityweek.com/popular-firefox-add-ons-expose-users-new-attack,Popular Firefox Add-ons Expose Users to New Attack,Researchers detail a new attack method that leverages the lack of isolation between Firefox browser extensions  [Read More]
https://www.securityweek.com/mozilla-patches-critical-code-execution-flaw-firefox,Mozilla Patches Critical Code Execution Flaw in Firefox,Mozilla updates Firefox to patch a critical vulnerability that allows a remote attacker to execute arbitrary code (CVE-2018-5124)  [Read More]
https://www.securityweek.com/firefox-support-windows-xp-and-vista-ends-june-2018,Firefox Support for Windows XP and Vista Ends June 2018,Mozilla announced that support for Microsoft's Windows XP and Vista operating systems will be completely removed in June 2018.  [Read More]
https://www.securityweek.com/mozilla-patches-firefox-flaw-disclosed-pwn2own,Mozilla Patches Firefox Flaw Disclosed at Pwn2Own,Mozilla has already patched the vulnerability disclosed last week at the Pwn2Own 2017 hacking competition  [Read More]
https://www.securityweek.com/cisco-patches-webex-flaw-firefox-ie-plugins,"Cisco Patches WebEx Flaw in Firefox, IE Plugins",Cisco patches recently disclosed WebEx vulnerability in Firefox and Internet Explorer plugins  [Read More]
https://www.securityweek.com/mozilla-kill-firefox-windows-xp-vista-2017,"Mozilla to Kill Firefox for Windows XP, Vista in 2017","Support for Windows XP and Vista will be removed from Firefox, currently the last major web browser out there to still support the two outdated operating system versions.  [Read More]"
https://www.securityweek.com/mozilla-patches-firefox-zero-day-exploited-unmask-tor-users,Mozilla Patches Firefox Zero-Day Exploited to Unmask Tor Users,"Updates released for Firefox and the Tor Browser patch the zero-day vulnerability exploited, possibly by law enforcement, to unmask Tor users  [Read More]"
https://www.securityweek.com/firefox-50-patches-27-vulnerabilities,Firefox 50 Patches 27 Vulnerabilities,Mozilla this week released Firefox 50 in the stable channel to patch 27 vulnerabilities and to provide users with improved Download Protection.  [Read More]
https://www.securityweek.com/firefox-49-patches-critical-high-severity-vulnerabilities,"Firefox 49 Patches Critical, High Severity Vulnerabilities","Mozilla has patched over a dozen critical and high severity vulnerabilities with the release of Firefox 49, including a recently disclosed certificate pinning issue  [Read More]"
https://www.securityweek.com/firefox-blocks-flash-content-improve-security,Firefox Blocks Flash Content to Improve Security,"Starting next month, the Firefox Web browser will block certain Flash content to improve the security of its users and to ensure faster page loads.  [Read More]"
https://www.securityweek.com/mozilla-debuts-containers-feature-firefox-nightly,Mozilla Debuts Containers Feature in Firefox Nightly,"Dubbed Containers, a few feature in Firefox is meant to allow people use different browser tabs for different contexts, including work, banking, shopping, or personal.  [Read More]"
https://www.securityweek.com/critical-vulnerabilities-patched-release-firefox-47,Critical Vulnerabilities Patched With Release of Firefox 47,"Mozilla releases Firefox 47. The latest version patches over a dozen vulnerabilities, including critical issues  [Read More]"
https://www.securityweek.com/critical-high-severity-flaws-patched-firefox,"Critical, High Severity Flaws Patched in Firefox","Mozilla patches 14 vulnerabilities, including critical and high severity issues, with the release of Firefox 46  [Read More]"
https://www.securityweek.com/firefox-45-patches-22-critical-vulnerabilities,Firefox 45 Patches 22 Critical Vulnerabilities,"Mozilla has released the stable version of Firefox 45 to resolve 40 vulnerabilities in the browser, 22 of which are rated Critical.  [Read More]"
https://www.securityweek.com/mozilla-updates-firefox-patch-critical-flaws,Mozilla Updates Firefox to Patch Critical Flaws,Mozilla released updates for the standard and ESR versions of Firefox last week to patch vulnerabilities rated critical  [Read More]
https://www.securityweek.com/mozilla-patches-critical-flaws-release-firefox-43,Mozilla Patches Critical Flaws With Release of Firefox 43,"Firefox 43 is available for download and it brings fixes for 21 vulnerabilities, including several issues rated critical  [Read More]"
https://www.securityweek.com/firefox-41-patches-critical-vulnerabilities,Firefox 41 Patches Critical Vulnerabilities,Firefox 41 is available for download. The latest version of Mozilla’s web browser patches 30 vulnerabilities.  [Read More]
https://www.securityweek.com/unpatched-firefox-flaws-exposed-bugzilla-breach,Unpatched Firefox Flaws Exposed in Bugzilla Breach,A hacker gained access to the details of 185 bugs affecting Firefox and other Mozilla products after hijacking a Bugzilla account.  [Read More]
https://www.securityweek.com/mozilla-updates-firefox-40-patch-two-serious-flaws,Mozilla Updates Firefox 40 to Patch Two Serious Flaws,Mozilla has updated Firefox 40 to patch a couple of critical and high severity vulnerabilities.  [Read More]
https://www.securityweek.com/firefox-40-patches-vulnerabilities-expands-malware-protection,"Firefox 40 Patches Vulnerabilities, Expands Malware Protection","Firefox 40 released. The latest version brings vulnerability patches, expanded malware protection, and support for Windows 10.  [Read More]"
https://www.securityweek.com/mozilla-patches-firefox-zero-day-exploited-wild,Mozilla Patches Firefox Zero-Day Exploited in the Wild,Mozilla has released an emergency update to address a Firefox zero-day vulnerability exploited in the wild to steal sensitive files.  [Read More]
https://www.securityweek.com/mozilla-patches-critical-vulnerabilities-release-firefox-39,Mozilla Patches Critical Vulnerabilities With Release of Firefox 39,"Firefox 39 patches two dozen vulnerabilities, including 13 critical issues and the Logjam crypto bug.  [Read More]"
https://www.securityweek.com/mozilla-offers-more-money-firefox-vulnerabilities,Mozilla Offers More Money for Firefox Vulnerabilities,Mozilla is offering more money to researchers who find Firefox vulnerabilities. Bounty hunters will also be listed in the recently launched Hall of Fame.  [Read More]
https://www.securityweek.com/mozilla-patches-13-vulnerabilities-release-firefox-38,Mozilla Patches 13 Vulnerabilities With Release of Firefox 38,Five critical vulnerabilities have been fixed by Mozilla with the release of Firefox 38. The company also integrated Adobe CDM for DRM-wrapped content playback.  [Read More]
https://www.securityweek.com/mozilla-disables-opportunistic-encryption-firefox-after-security-flaw-discovered,Mozilla Disables Opportunistic Encryption in Firefox After Security Flaw Discovered,Mozilla disabled the opportunistic encryption feature in Firefox after the discovery of a security vulnerability.  [Read More]
https://www.securityweek.com/mozilla-patches-critical-vulnerabilities-release-firefox-37,Mozilla Patches Critical Vulnerabilities With Release of Firefox 37,Mozilla has fixed more than a dozen vulnerabilities with the release of Firefox 37. Several of the flaws have been rated critical.  [Read More]
https://www.securityweek.com/mozilla-fixes-firefox-vulnerabilities-disclosed-pwn2own-2015,Mozilla Fixes Firefox Vulnerabilities Disclosed at Pwn2Own 2015,Two security holes rated critical have been addressed with the release of Firefox 36.0.4. The issues were reported at Pwn2Own 2015.  [Read More]
https://www.securityweek.com/mozilla-fixes-17-vulnerabilities-firefox-36,Mozilla Fixes 17 Vulnerabilities in Firefox 36,Mozilla Firefox 36 is available for download. 17 vulnerabilities have been fixed in the popular Web browser.  [Read More]
https://www.securityweek.com/mozilla-fixes-9-vulnerabilities-firefox-35,Mozilla Fixes 9 Vulnerabilities in Firefox 35,"Mozilla released Firefox 35 on Tuesday. In addition to new features, changes and fixes, the latest version of the popular Web browser addresses several critical vulnerabilities.  [Read More]"
https://www.securityweek.com/mozilla-fixes-vulnerabilities-disables-ssl-30-firefox-34,"Mozilla Fixes Vulnerabilities, Disables SSL 3.0 in Firefox 34",Mozilla released Firefox 34 which disables Secure Sockets Layer (SSL) 3.0 support to protect users against Padding Oracle On Downgraded Legacy Encryption (POODLE) attacks.  [Read More]
https://www.securityweek.com/firefox-32-brings-security-fixes-public-key-pinning,"Firefox 32 Brings Security Fixes, Public Key Pinning","Firefox 32 for Windows, Linux, Mac and Android includes fixes for several security vulnerabilities and support for public key pinning.  [Read More]"
https://www.securityweek.com/chrome-firefox-updates-address-security-vulnerabilities,"Chrome, Firefox Updates Address Security Vulnerabilities",Mozilla has released Firefox 30 which fixes a total of seven vulnerabilities affecting the Web browser. Google has also updated its Chrome Web Browser to address four security holes.  [Read More]
https://www.securityweek.com/vupen-details-firefox-use-after-free-vulnerability-exploited-pwn2own,Vupen Details Firefox Use-After-Free Vulnerability Exploited at Pwn2Own,The firm pulls the covers away from a vulnerability they used to take down the browser at the contest.  [Read More]
https://www.securityweek.com/mozilla-releases-firefox-17-2300-bug-fixes,"Mozilla Releases Firefox 17 With 2,300 Bug Fixes","Mozilla has released the version 17 of its Firefox Web browser, which addresses a massive batch of 2,365 bugs and fixes 16 security issues.  [Read More]"
https://www.securityweek.com/mozilla-patches-firefox-again-releases-version-1602,Mozilla Patches Firefox Again - Releases Version 16.0.2,Firefox Version 16.0.2 patches the browser against XSS attacks that could target the LocationObject.  [Read More]
https://www.securityweek.com/mozilla-yanks-firefox-version-16-over-security-vulnerability,Mozilla Yanks Firefox Version 16 Over Security Vulnerability,"Mozilla has removed the latest version (16) of their Web browser just over a day after it was released, due to a vulnerability that was discovered after it had shipped.  [Read More]"
https://www.securityweek.com/firesheep-extension-firefox-enables-hacking-masses-hijacks-browser-sessions-ease,"Firesheep Extension for Firefox Enables Hacking for the Masses, Hijacks Browser Sessions With Ease","With the right setup, using the “FireSheep” extension for Firefox, you can be logged into someone’s facebook (or any other of the supported sites) within seconds.  [Read More]"
https://www.securityweek.com/malicious-firefox-chrome-extension-hijacks-facebook-profiles,"Malicious Firefox, Chrome Extension Hijacks Facebook Profiles","Microsoft warned Facebook users about a malicious extension targeting Google Chrome or Mozilla Firefox users that can make posts, 'Like' pages and take other actions on infected systems.  [Read More]"
https://www.securityweek.com/mozilla-implements-faster-diffie-hellman-function-firefox,Mozilla Implements Faster Diffie-Hellman Function in Firefox,Mozilla revealed plans to introduce a new key establishment (Curve25519) algorithm in Firefox to improve both security and performance.  [Read More]
https://www.securityweek.com/mozilla-completely-ban-wosign-startcom-certificates-firefox-58,"Mozilla to Completely Ban WoSign, StartCom Certificates in Firefox 58",Mozilla said it would completely remove trust in the digital certificates issued by Chinese certificate authority WoSign and its subsidiary StartCom starting with Firefox 58.  [Read More]
https://www.securityweek.com/firefox-makes-adobe-flash-click-activate-default,Firefox Makes Adobe Flash Click-to-Activate by Default,"Adobe Flash plugin is no longer active by default starting with Firefox 55, and users of the new version will be required to activate it for each website they visit.  [Read More]"
